word,ud_test_head,ud_test_deprel,ud_preds_head,ud_preds_deprel,str_test_head,str_test_deprel,str_preds_head,str_preds_deprel,ellipsis
солтыс,2,nsubj,2,nsubj,2,предик,2,предик,0
выпрыгнул,0,root,0,root,0,root,0,root,0
в,4,case,4,case,2,2-компл,2,2-компл,0
окно,2,obl,2,obl,3,предл,3,предл,0
со,7,case,7,case,2,1-компл,2,1-компл,0
второго,7,amod,7,amod,7,опред,7,опред,0
этажа,2,obl,2,obl,5,предл,5,предл,0
",",11,punct,11,punct,11,punct,11,punct,0
когда,11,mark,11,mark,2,обст,2,обст,0
его,11,obj,11,obj,11,1-компл,11,1-компл,0
вели,2,advcl,2,advcl,9,подч-союзн,9,подч-союзн,0
с,13,case,13,case,11,2-компл,11,2-компл,0
прогулки,11,obl,11,obl,12,предл,12,предл,0
в,16,case,16,case,11,3-компл,11,3-компл,0
одиночную,16,amod,16,amod,16,опред,16,опред,0
камеру,11,obl,11,obl,14,предл,14,предл,0
.,2,punct,2,punct,2,punct,2,punct,0
у,2,case,2,case,6,обст,6,обст,0
старика,6,obl,6,obl,1,предл,1,предл,0
",",2,punct,2,punct,2,punct,2,punct,0
например,6,parataxis,6,parataxis,6,вводн,6,вводн,0
",",4,punct,4,punct,4,punct,4,punct,0
появилась,0,root,0,root,0,root,0,root,0
и,8,cc,8,cc,6,сочин,6,сочин,0
упорствовала,6,conj,6,conj,7,соч-союзн,7,соч-союзн,0
",",11,punct,11,punct,11,punct,11,punct,0
настойчиво,11,advmod,11,advmod,11,обст,11,обст,0
воплощаясь,8,advcl,8,advcl,8,обст,8,обст,0
",",11,punct,11,punct,11,punct,11,punct,0
шея,6,nsubj,6,nsubj,6,предик,6,предик,0
",",20,punct,20,punct,20,punct,20,punct,0
густо,17,compound,17,compound,17,композ,17,композ,0
-,15,punct,15,punct,15,punct,15,punct,0
коричневая,20,amod,20,amod,20,опред,20,опред,0
",",19,punct,19,punct,19,punct,19,punct,0
морщинистая,17,conj,17,conj,17,сочин,17,сочин,0
шея,13,conj,13,conj,13,сочин,13,сочин,0
",",22,punct,22,punct,22,punct,22,punct,0
темная,20,amod,20,amod,20,оп-опред,20,опред,0
",",25,punct,25,punct,25,punct,25,punct,0
словно,25,mark,25,mark,22,сравнит,22,сравнит,0
кожа,22,obl,22,obl,24,сравн-союзн,24,сравн-союзн,0
копченого,27,amod,27,amod,27,опред,27,опред,0
сига,25,nmod,25,nmod,25,квазиагент,25,квазиагент,0
.,6,punct,6,punct,6,punct,6,punct,0
главной,2,amod,2,amod,2,опред,2,опред,0
проблемой,0,root,0,root,10,присвяз,10,присвяз,0
россии,2,nmod,2,nmod,2,1-компл,2,квазиагент,0
вплоть,7,case,7,case,5,огранич,5,огранич,0
до,4,fixed,4,fixed,2,атриб,10,обст,0
великих,7,amod,7,amod,7,опред,7,опред,0
реформ,2,nmod,2,nmod,5,предл,5,предл,0
александра,7,nmod,7,nmod,7,квазиагент,7,квазиагент,0
ii,8,flat:name,8,flat:name,8,вспом,8,вспом,0
было,2,cop,2,cop,0,root,0,root,0
сохранение,2,nsubj,2,nsubj,10,предик,10,предик,0
крепостного,13,amod,13,amod,13,опред,13,опред,0
права,11,nmod,11,nmod,11,1-компл,11,1-компл,0
.,2,punct,2,punct,2,punct,2,punct,0
он,3,nsubj,3,nsubj,3,предик,3,предик,0
не,3,advmod,3,advmod,3,огранич,3,огранич,0
пил,0,root,0,root,0,root,0,root,0
чай,3,obj,3,obj,3,1-компл,3,1-компл,0
.,3,punct,3,punct,3,punct,3,punct,0
"""",5,punct,5,punct,5,punct,5,punct,0
скорее,5,advmod,5,advmod,5,огранич,5,обст,0
всего,2,obl,2,obl,2,сравнит,2,сравнит,0
мы,5,nsubj,5,nsubj,5,предик,5,предик,0
объявим,0,root,0,root,0,root,0,root,0
бессрочную,7,amod,7,amod,7,опред,7,опред,0
забастовку,5,obj,5,obj,5,1-компл,5,1-компл,0
"""",5,punct,5,punct,5,punct,5,punct,0
",",11,punct,11,punct,11,punct,11,punct,0
-,11,punct,11,punct,11,punct,11,punct,0
заявила,5,parataxis,5,parataxis,5,вводн,5,вводн,0
барабанова,11,nsubj,11,nsubj,11,предик,11,предик,0
.,5,punct,5,punct,5,punct,5,punct,0
глушилок,2,nsubj,2,nsubj,2,предик,2,предик,0
нет,0,root,0,root,0,root,0,root,0
-,4,punct,4,punct,4,punct,4,punct,0
стоят,2,parataxis,2,parataxis,2,разъяснит,2,разъяснит,0
дорого,4,advmod,4,advmod,4,1-компл,4,1-компл,0
",",9,punct,9,punct,9,punct,9,punct,0
а,9,cc,9,cc,4,сент-соч,4,сент-соч,0
техника,9,nsubj,9,nsubj,9,предик,9,предик,0
развивается,4,conj,4,conj,7,соч-союзн,7,соч-союзн,0
очень,11,advmod,11,advmod,11,огранич,11,огранич,0
быстро,9,advmod,9,advmod,9,обст,9,обст,0
:,14,punct,14,punct,14,punct,14,punct,0
менять,14,csubj,14,csubj,14,предик,14,предик,0
пришлось,9,parataxis,9,parataxis,9,разъяснит,9,разъяснит,0
бы,14,aux,14,aux,14,аналит,14,аналит,0
слишком,17,advmod,17,advmod,17,огранич,17,огранич,0
часто,14,advmod,14,advmod,14,обст,14,обст,0
.,2,punct,2,punct,2,punct,2,punct,0
для,3,case,3,case,10,1-компл,10,1-компл,0
фондовых,3,amod,3,amod,3,опред,3,опред,0
рынков,10,obl,10,obl,1,предл,1,предл,0
",",6,punct,6,punct,6,punct,6,punct,0
финансового,6,amod,6,amod,6,опред,6,опред,0
сектора,3,conj,3,conj,3,сочин,3,сочин,0
все,8,det,8,det,8,опред,8,опред,0
это,10,nsubj,10,nsubj,10,предик,10,предик,0
также,10,obl,10,obl,10,огранич,10,огранич,0
неприятно,0,root,0,root,0,root,0,root,0
.,10,punct,10,punct,10,punct,10,punct,0
это,2,det,2,det,2,опред,2,опред,0
открытие,4,obj,4,obj,4,1-компл,4,1-компл,0
мечтали,0,root,0,root,0,root,0,root,0
отметить,3,xcomp,3,xcomp,3,1-компл,3,1-компл,0
уже,6,advmod,6,advmod,6,огранич,6,огранич,0
давно,4,advmod,4,advmod,4,обст,4,обст,0
",",12,punct,12,punct,12,punct,12,punct,0
но,12,cc,12,cc,3,сент-соч,3,сент-соч,0
подобающего,10,amod,10,amod,10,опред,10,опред,0
повода,12,nsubj,12,nsubj,12,предик,12,предик,0
не,12,advmod,12,advmod,12,огранич,12,огранич,0
было,3,conj,3,conj,8,соч-союзн,8,соч-союзн,0
.,3,punct,3,punct,3,punct,3,punct,0
стоит,0,root,0,root,0,root,0,root,0
подождать,1,csubj,1,csubj,1,предик,1,предик,0
2,6,nummod,6,nummod,6,количест,6,количест,0
-,5,punct,5,punct,5,punct,5,punct,0
3,3,nmod,3,nmod,3,кратн,3,кратн,0
дня,2,obl,2,obl,2,длительн,2,1-компл,0
",",20,punct,20,punct,20,punct,20,punct,0
и,20,cc,20,cc,1,сент-соч,1,сент-соч,0
большинству,20,iobj,20,iobj,20,2-компл,20,2-компл,0
пациентов,9,nmod,9,nmod,9,квазиагент,9,квазиагент,0
",",14,punct,14,punct,14,punct,14,punct,0
у,13,case,13,case,14,1-компл,14,1-компл,0
которых,14,obl,14,obl,12,предл,12,предл,0
нет,10,acl:relcl,10,acl:relcl,10,релят,10,релят,0
осложнений,14,nsubj,14,nsubj,14,предик,14,предик,0
",",9,punct,9,punct,9,punct,9,punct,0
это,18,det,18,det,18,опред,18,опред,0
исследование,20,nsubj,20,nsubj,20,предик,20,предик,0
не,20,advmod,20,advmod,20,огранич,20,огранич,0
понадобится,1,conj,1,conj,8,соч-союзн,8,соч-союзн,0
.,1,punct,1,punct,1,punct,1,punct,0
прибывшие,2,amod,2,amod,2,опред,2,опред,0
представители,5,nsubj,5,nsubj,5,предик,5,предик,0
следственных,4,amod,4,amod,4,опред,4,опред,0
органов,2,nmod,2,nmod,2,1-компл,2,1-компл,0
произвели,0,root,0,root,0,root,0,root,0
дознание,5,obj,5,obj,5,1-компл,5,1-компл,0
и,8,cc,8,cc,5,сочин,5,сочин,0
идентифицировали,5,conj,5,conj,7,соч-союзн,7,соч-союзн,0
тело,8,obj,8,obj,8,1-компл,8,1-компл,0
расстрелянного,11,amod,11,amod,11,опред,11,опред,0
адмирала,9,nmod,9,nmod,9,квазиагент,9,квазиагент,0
колчака,11,appos,11,appos,11,аппоз,11,аппоз,0
.,5,punct,5,punct,5,punct,5,punct,0
но,7,cc,7,cc,0,root,0,root,0
точно,3,advmod,3,advmod,3,огранич,3,огранич,0
так,7,advmod,7,advmod,7,обст,7,обст,0
же,3,advmod,3,advmod,3,огранич,3,огранич,0
я,7,nsubj,7,nsubj,7,предик,7,предик,0
не,7,advmod,7,advmod,7,огранич,7,огранич,0
верю,0,root,0,root,1,соч-союзн,1,соч-союзн,0
в,11,case,11,case,7,1-компл,7,1-компл,0
"""",11,punct,11,punct,11,punct,11,punct,0
благую,11,amod,11,amod,11,опред,11,опред,0
весть,7,obl,7,obl,8,предл,8,предл,0
"""",11,punct,11,punct,11,punct,11,punct,0
",",16,punct,16,punct,16,punct,16,punct,0
которую,16,obj,16,obj,16,1-компл,16,1-компл,0
россии,16,iobj,16,iobj,16,неакт-компл,16,2-компл,0
принесет,11,acl:relcl,11,acl:relcl,11,релят,11,релят,0
честное,18,amod,18,amod,18,опред,18,опред,0
голосование,16,nsubj,16,nsubj,16,предик,16,предик,0
за,20,case,20,case,18,1-компл,18,1-компл,0
рогозина,18,nmod,18,nmod,19,предл,19,предл,0
.,7,punct,7,punct,7,punct,7,punct,0
как,3,advmod,3,advmod,3,обст,3,обст,0
себя,3,obj,3,obj,3,1-компл,3,1-компл,0
ощущает,0,root,0,root,0,root,0,root,0
депутат,3,nsubj,3,nsubj,3,предик,3,предик,0
",",7,punct,7,punct,7,punct,7,punct,0
который,7,nsubj:pass,7,nsubj:pass,7,предик,7,предик,0
избирался,4,acl:relcl,4,acl:relcl,4,релят,4,релят,0
в,9,case,9,case,7,2-компл,7,2-компл,0
думу,7,obl,7,obl,8,предл,8,предл,0
еще,13,obl,13,obl,11,огранич,11,огранич,0
с,13,case,13,case,7,обст,7,обст,0
1990-х,13,amod,13,amod,13,опред,13,опред,0
годов,7,obl,7,obl,11,предл,11,предл,0
",",17,punct,17,punct,17,punct,17,punct,0
а,17,cc,17,cc,7,сочин,7,сочин,0
сейчас,17,advmod,17,advmod,17,обст,17,обст,0
остался,7,conj,7,conj,15,соч-союзн,15,соч-союзн,0
не,20,advmod,20,advmod,19,огранич,19,огранич,0
у,20,case,20,case,17,присвяз,17,присвяз,0
дел,17,obl,17,obl,19,предл,19,предл,0
?,3,punct,3,punct,3,punct,3,punct,0
но,8,cc,8,cc,0,root,0,root,0
ведь,8,advmod,8,advmod,4,огранич,4,огранич,0
это,8,nsubj,8,nsubj,4,предик,4,предик,0
был,8,cop,8,cop,1,соч-союзн,1,соч-союзн,0
уже,8,advmod,7,obl,8,огранич,8,огранич,0
не,7,advmod,7,advmod,7,огранич,7,огранич,0
1943,8,amod,8,amod,8,опред,8,опред,0
год,0,root,0,root,4,присвяз,4,присвяз,0
",",11,punct,11,punct,11,punct,11,punct,0
а,11,cc,11,cc,8,сочин,8,сочин,0
следующий,8,conj,8,conj,10,соч-союзн,10,соч-союзн,0
!,8,punct,8,punct,8,punct,8,punct,0
для,2,case,2,case,7,обст,7,обст,0
этого,7,obl,7,obl,1,предл,1,предл,0
еще,5,obl,4,advmod,5,огранич,4,огранич,0
несколько,5,nummod,5,nummod,5,количест,5,количест,0
дней,7,obl,7,obl,7,длительн,7,длительн,0
спелеологи,7,nsubj,7,nsubj,7,предик,7,предик,0
проводили,0,root,0,root,0,root,0,root,0
топосъемку,7,obj,7,obj,7,1-компл,7,1-компл,0
",",10,punct,10,punct,10,punct,10,punct,0
снимали,7,conj,7,conj,7,сочин,7,сочин,0
показания,10,obj,10,obj,10,1-компл,10,1-компл,0
альтиметра,11,nmod,11,nmod,11,квазиагент,11,квазиагент,0
-,14,punct,14,punct,14,punct,14,punct,0
датчика,12,parataxis,12,parataxis,12,разъяснит,12,разъяснит,0
глубины,14,nmod,14,nmod,14,1-компл,14,1-компл,0
",",17,punct,17,punct,17,punct,17,punct,0
встроенного,14,amod,14,acl,14,опред,14,опред,0
в,20,case,20,case,17,1-компл,17,2-компл,0
обычные,20,amod,20,amod,20,опред,20,опред,0
часы,17,obl,17,obl,18,предл,18,предл,0
",",25,punct,25,punct,25,punct,25,punct,0
с,24,case,24,case,25,3-компл,25,обст,0
помощью,22,fixed,22,fixed,22,предл,22,предл,0
эклиметра,25,obl,25,obl,23,квазиагент,23,квазиагент,0
измеряли,7,conj,7,conj,10,сочин,10,сочин,0
углы,25,obj,25,obj,25,1-компл,25,1-компл,0
наклона,26,nmod,26,nmod,26,квазиагент,26,квазиагент,0
",",31,punct,31,punct,31,punct,31,punct,0
по,30,case,30,case,31,обст,31,обст,0
компасу,31,obl,31,obl,29,предл,29,предл,0
определяли,7,conj,7,conj,25,сочин,25,сочин,0
азимут,31,obj,31,obj,31,1-компл,31,1-компл,0
",",37,punct,37,punct,37,punct,37,punct,0
рулеткой,37,obl,37,obl,37,2-компл,37,обст,0
по,36,case,36,case,37,обст,37,обст,0
сантиметрам,37,obl,37,obl,35,предл,35,предл,0
вымеряли,7,conj,7,conj,31,сочин,31,сочин,0
длину,37,obj,37,obj,37,1-компл,37,1-компл,0
колодца,38,nmod,38,nmod,38,квазиагент,38,квазиагент,0
.,7,punct,7,punct,7,punct,7,punct,0
"""",2,punct,2,punct,2,punct,2,punct,0
собираю,0,root,0,root,0,root,0,root,0
необычные,4,amod,4,amod,4,опред,4,опред,0
детали,2,obj,2,obj,2,1-компл,2,1-компл,0
от,8,case,8,case,4,атриб,4,атриб,0
самодельных,8,amod,8,amod,8,опред,8,опред,0
взрывных,8,amod,8,amod,8,опред,8,опред,0
устройств,4,nmod,4,nmod,5,предл,5,предл,0
",",11,punct,11,punct,11,punct,11,punct,0
-,11,punct,11,punct,11,punct,11,punct,0
пояснил,2,parataxis,2,parataxis,2,вводн,2,вводн,0
полковник,11,nsubj,11,nsubj,11,предик,11,предик,0
.,2,punct,2,punct,2,punct,2,punct,0
посмотришь,0,root,0,root,0,root,0,root,0
такой,3,det,3,det,3,опред,3,опред,0
киносборник,1,obj,1,obj,1,1-компл,1,1-компл,0
-,9,punct,9,punct,9,punct,9,punct,0
и,9,cc,9,cc,1,сент-соч,1,сент-соч,0
под,7,case,7,case,8,2-компл,8,2-компл,0
танк,8,obl,8,obl,6,предл,6,предл,0
бросаться,9,csubj,9,csubj,9,предик,9,предик,0
легче,1,conj,1,conj,5,соч-союзн,5,соч-союзн,0
.,1,punct,1,punct,1,punct,1,punct,0
и,4,cc,4,cc,0,root,0,root,0
это,4,nsubj,4,nsubj,4,предик,4,предик,0
самое,4,amod,4,amod,4,опред,4,опред,0
главное,0,root,0,root,1,соч-союзн,1,соч-союзн,0
для,6,case,6,case,4,атриб,4,атриб,0
человека,4,nmod,4,nmod,5,предл,5,предл,0
.,4,punct,4,punct,4,punct,4,punct,0
многие,2,amod,2,amod,2,опред,2,опред,0
покупатели,3,nsubj,3,nsubj,3,предик,3,предик,0
тянули,0,root,0,root,0,root,0,root,0
до,6,case,6,case,3,обст,3,обст,0
последнего,6,amod,6,amod,6,опред,6,опред,0
момента,3,obl,3,obl,4,предл,4,предл,0
и,8,cc,8,cc,3,сочин,3,сочин,0
заявляли,3,conj,3,conj,7,соч-союзн,7,соч-союзн,0
о,10,case,10,case,8,1-компл,8,1-компл,0
готовности,8,obl,8,obl,9,предл,9,предл,0
купить,10,obl,10,obl,10,1-компл,10,1-компл,0
дом,11,obj,11,obj,11,1-компл,11,1-компл,0
лишь,14,advmod,14,advmod,14,огранич,14,огранич,0
тогда,11,advmod,11,advmod,11,обст,11,обст,0
",",18,punct,18,punct,18,punct,18,punct,0
когда,18,advmod,18,advmod,18,обст,18,обст,0
цена,18,nsubj,18,nsubj,18,предик,18,предик,0
опускалась,14,acl:relcl,14,acl:relcl,14,релят,14,релят,0
до,20,case,20,case,18,2-компл,18,2-компл,0
предела,18,obl,18,obl,19,предл,19,предл,0
.,3,punct,3,punct,3,punct,3,punct,0
система,2,nsubj,2,nsubj,2,предик,2,предик,0
начинает,0,root,0,root,0,root,0,root,0
сдавать,2,xcomp,2,xcomp,2,1-компл,2,1-компл,0
своих,5,det,5,det,5,опред,5,опред,0
людей,3,obj,3,obj,3,1-компл,3,1-компл,0
.,2,punct,2,punct,2,punct,2,punct,0
что,3,nsubj,3,nsubj,3,предик,3,предик,0
же,1,advmod,1,advmod,1,огранич,1,огранич,0
касается,8,advcl,8,advcl,8,обст,8,обст,0
услуг,3,obl,3,obl,3,1-компл,3,1-компл,0
",",3,punct,3,punct,3,punct,3,punct,0
то,8,mark,8,mark,1,соотнос,1,соотнос,0
либерализация,8,nsubj:pass,8,nsubj:pass,8,предик,8,предик,0
признана,0,root,0,root,0,root,0,root,0
полезной,8,obl,8,obl,8,2-компл,8,2-компл,0
опять,14,obl,14,obl,12,огранич,12,огранич,0
же,10,advmod,10,advmod,10,огранич,10,огранич,0
из-за,14,case,14,case,8,обст,8,обст,0
"""",14,punct,14,punct,14,punct,14,punct,0
высвобождения,8,obl,8,obl,12,предл,12,предл,0
денег,14,nmod,14,nmod,14,1-компл,14,1-компл,0
населения,15,nmod,15,nmod,15,атриб,15,квазиагент,0
"""",14,punct,14,punct,14,punct,14,punct,0
.,8,punct,8,punct,8,punct,8,punct,0
пограничникам,0,root,0,root,0,root,0,root,0
.,1,punct,1,punct,1,punct,1,punct,0
приходит,0,root,0,root,0,root,0,root,0
доброволец,1,nsubj,1,nsubj,1,предик,1,предик,0
и,4,cc,4,cc,1,сочин,1,сочин,0
говорит,1,conj,1,conj,3,соч-союзн,3,соч-союзн,0
:,8,punct,8,punct,8,punct,8,punct,0
"""",8,punct,8,punct,8,punct,8,punct,0
я,8,nsubj,8,nsubj,8,предик,8,предик,0
хочу,4,parataxis,4,parataxis,4,1-компл,4,1-компл,0
быть,10,cop,10,cop,8,1-компл,8,1-компл,0
вождем,8,obl,8,xcomp,9,присвяз,9,присвяз,0
масс,10,nmod,10,nmod,10,1-компл,10,1-компл,0
и,13,cc,13,cc,9,сочин,9,сочин,0
написать,10,conj,10,conj,12,соч-союзн,12,соч-союзн,0
для,15,case,15,case,13,обст,13,обст,0
них,13,obl,13,obl,14,предл,14,предл,0
политическую,17,amod,17,amod,17,опред,17,опред,0
программу,13,obj,13,obj,13,1-компл,13,1-компл,0
"""",8,punct,8,punct,8,punct,8,punct,0
.,1,punct,1,punct,1,punct,1,punct,0
лакмусовая,2,amod,2,amod,2,опред,2,опред,0
бумажка,5,nsubj,5,nsubj,5,предик,5,предик,0
перестройки,2,nmod,2,nmod,2,атриб,2,квазиагент,0
-,2,punct,2,punct,2,punct,5,punct,0
отношение,0,root,0,root,0,root,0,root,0
к,7,case,7,case,5,1-компл,5,1-компл,0
демагогии,5,nmod,5,nmod,6,предл,6,предл,0
сталинского,9,amod,9,amod,9,опред,9,опред,0
покроя,7,nmod,7,nmod,7,атриб,7,атриб,0
",",14,punct,14,punct,14,punct,14,punct,0
то,14,cc,14,cc,13,огранич,13,огранич,0
есть,11,fixed,11,fixed,11,вспом,11,вспом,0
к,14,case,14,case,7,разъяснит,6,разъяснит,0
раболепию,7,parataxis,7,parataxis,13,предл,13,предл,0
мысли,14,nmod,14,nmod,14,квазиагент,14,квазиагент,0
",",18,punct,18,punct,18,punct,18,punct,0
которая,18,nsubj,18,nsubj,18,предик,18,предик,0
становится,15,acl:relcl,15,acl:relcl,15,релят,15,релят,0
по,20,case,20,case,18,обст,18,обст,0
стойке,18,obl,18,obl,19,предл,19,предл,0
"""",22,punct,22,punct,22,punct,22,punct,0
смирно,20,appos,20,appos,20,аппоз,20,аппоз,0
!,22,punct,22,punct,22,punct,22,punct,0
"""",22,punct,22,punct,22,punct,22,punct,0
",",27,punct,27,punct,27,punct,27,punct,0
едва,27,advmod,27,advmod,27,огранич,27,огранич,0
заслышав,18,advcl,18,advcl,18,обст,18,обст,0
шаги,27,obj,27,obj,27,1-компл,27,1-компл,0
приближающегося,30,amod,30,amod,30,опред,30,опред,0
начальства,28,nmod,28,nmod,28,квазиагент,28,квазиагент,0
.,5,punct,5,punct,5,punct,5,punct,0
больным,2,amod,2,amod,2,опред,2,опред,0
местом,6,obl,6,obl,6,1-компл,6,1-компл,0
во,5,case,5,case,6,обст,6,обст,0
многих,5,amod,5,amod,5,опред,5,опред,0
регионах,6,obl,6,obl,3,предл,3,предл,0
является,0,root,0,root,0,root,0,root,0
неудовлетворительная,8,amod,8,amod,8,опред,8,опред,0
работа,6,nsubj,6,nsubj,6,предик,6,предик,0
предприятий,8,nmod,8,nmod,8,квазиагент,8,квазиагент,0
и,11,cc,11,cc,9,сочин,9,сочин,0
учреждений,9,conj,9,conj,10,соч-союзн,10,соч-союзн,0
быта,11,nmod,11,nmod,11,1-компл,11,1-компл,0
",",14,punct,14,punct,14,punct,14,punct,0
качество,8,conj,8,conj,8,сочин,8,сочин,0
услуг,14,nmod,14,nmod,14,квазиагент,14,квазиагент,0
.,6,punct,6,punct,6,punct,6,punct,0
как,2,mark,2,mark,11,вводн,11,вводн,0
сообщили,11,parataxis,11,parataxis,1,сравн-союзн,1,сравн-союзн,0
информационные,4,amod,4,amod,4,опред,4,опред,0
агентства,2,nsubj,2,nsubj,2,предик,2,предик,0
",",2,punct,2,punct,2,punct,2,punct,0
"""",11,punct,11,punct,11,punct,11,punct,0
по,8,case,8,case,11,обст,11,обст,0
просьбе,11,obl,11,obl,7,предл,7,предл,0
президента,8,nmod,8,nmod,8,квазиагент,8,квазиагент,0
греф,11,nsubj,11,nsubj,11,предик,11,предик,0
уточнил,0,root,0,root,0,root,0,root,0
",",15,punct,15,punct,15,punct,15,punct,0
что,15,mark,15,mark,11,1-компл,11,1-компл,0
рост,15,nsubj:pass,15,nsubj:pass,15,предик,15,предик,0
наблюдается,11,ccomp,11,ccomp,13,подч-союзн,13,подч-союзн,0
в,17,case,17,case,15,обст,15,обст,0
энергомашиностроении,15,obl,15,obl,16,предл,16,предл,0
и,22,cc,22,cc,16,сочин,16,сочин,0
по,22,case,22,case,18,соч-союзн,18,соч-союзн,0
всем,22,det,22,det,22,опред,22,опред,0
высокотехничным,22,amod,22,amod,22,опред,22,опред,0
отраслям,17,conj,17,conj,19,предл,19,предл,0
"""",11,punct,11,punct,11,punct,11,punct,0
.,11,punct,11,punct,11,punct,11,punct,0
структура,0,root,0,root,0,root,0,root,0
больших,3,amod,3,amod,3,опред,3,опред,0
семей,1,nmod,1,nmod,1,квазиагент,1,квазиагент,0
.,1,punct,1,punct,1,punct,1,punct,0
имеются,0,root,0,root,0,root,0,root,0
лишь,3,advmod,3,advmod,3,огранич,4,огранич,0
отдельные,4,amod,4,amod,4,опред,4,опред,0
рассказы,1,nsubj,1,nsubj,1,предик,1,предик,0
о,6,case,6,case,4,1-компл,4,1-компл,0
том,4,nmod,4,nmod,5,предл,5,предл,0
",",17,punct,17,punct,17,punct,17,punct,0
что,17,mark,17,mark,6,эксплет,6,эксплет,0
",",8,punct,8,punct,8,punct,8,punct,0
возможно,17,parataxis,17,parataxis,17,вводн,17,вводн,0
",",10,punct,10,punct,10,punct,10,punct,0
какие-то,14,det,14,det,14,опред,14,опред,0
местные,14,amod,14,amod,14,опред,14,опред,0
жители,17,nsubj,17,nsubj,17,предик,17,предик,0
всё,17,advmod,17,advmod,16,огранич,16,огранич,0
же,15,fixed,15,fixed,17,огранич,17,огранич,0
погибли,6,acl,6,acl,8,подч-союзн,8,подч-союзн,0
при,20,case,20,case,17,обст,17,обст,0
этом,20,det,20,det,20,опред,20,опред,0
событии,17,obl,17,obl,18,предл,18,предл,0
.,1,punct,1,punct,1,punct,1,punct,0
а,18,cc,18,cc,0,root,0,root,0
дзержинский,18,nsubj:pass,18,nsubj:pass,17,предик,17,предик,0
",",2,punct,2,punct,2,punct,2,punct,0
несмотря,7,case,7,case,17,обст,17,обст,0
на,4,fixed,4,fixed,4,1-компл,4,1-компл,0
некоторую,7,det,7,det,7,опред,7,опред,0
оппозиционность,18,obl,18,obl,5,предл,5,предл,0
сталинскому,9,amod,9,amod,9,опред,9,опред,0
режиму,7,iobj,7,iobj,7,1-компл,7,1-компл,0
",",11,punct,7,punct,11,punct,7,punct,0
вскоре,7,conj,18,advmod,5,сочин,17,обст,0
после,13,case,13,case,11,1-компл,11,1-компл,0
смерти,11,obl,11,obl,12,предл,12,предл,0
в,16,case,16,case,13,атриб,13,атриб,0
1925,16,amod,16,amod,16,опред,16,опред,0
году,13,nmod,18,obl,14,предл,14,предл,0
был,18,aux:pass,18,aux:pass,1,соч-союзн,1,соч-союзн,0
канонизирован,0,root,0,root,17,пасс-анал,17,пасс-анал,0
в,23,case,23,case,18,обст,18,обст,0
качестве,19,fixed,19,fixed,19,предл,19,предл,0
"""",23,punct,23,punct,23,punct,23,punct,0
железного,23,amod,23,amod,23,опред,23,опред,0
феликса,18,obl,18,obl,20,квазиагент,20,квазиагент,0
"""",23,punct,23,punct,23,punct,23,punct,0
.,18,punct,18,punct,18,punct,18,punct,0
поставив,19,advcl,19,advcl,19,обст,19,обст,0
их,1,obj,1,obj,1,1-компл,1,1-компл,0
во,4,case,4,case,1,2-компл,1,2-компл,0
главу,1,obl,1,obl,3,предл,3,предл,0
избирательной,6,amod,6,amod,6,опред,6,опред,0
кампании,4,nmod,4,nmod,4,1-компл,4,квазиагент,0
",",1,punct,8,punct,1,punct,8,punct,0
показав,19,advcl,1,conj,19,обст,1,сочин,0
",",14,punct,14,punct,14,punct,14,punct,0
что,14,mark,14,mark,8,1-компл,8,1-компл,0
у,13,case,13,case,14,обст,15,1-компл,0
этих,13,det,13,det,13,опред,13,опред,0
задач,14,obl,14,obl,11,предл,11,предл,0
может,8,ccomp,8,ccomp,10,подч-союзн,10,подч-союзн,0
быть,14,xcomp,14,xcomp,14,1-компл,14,1-компл,0
решение,14,nsubj,14,nsubj,14,предик,14,предик,0
",",8,punct,1,punct,8,punct,1,punct,0
оппозиция,19,nsubj,19,nsubj,19,предик,19,предик,0
может,0,root,0,root,0,root,0,root,0
как,19,advmod,22,advmod,19,огранич,22,огранич,0
минимум,20,fixed,20,fixed,20,сравн-союзн,20,сравн-союзн,0
привлечь,19,xcomp,19,xcomp,19,1-компл,19,1-компл,0
к,24,case,24,case,22,2-компл,22,2-компл,0
себе,22,obl,22,obl,23,предл,23,предл,0
внимание,22,obj,22,obj,22,1-компл,22,1-компл,0
горожан,25,nmod,25,nmod,25,квазиагент,25,квазиагент,0
.,19,punct,19,punct,19,punct,19,punct,0
но,8,cc,8,cc,0,root,0,root,0
в,4,case,4,case,9,обст,9,обст,0
напряженные,4,amod,4,amod,4,опред,4,опред,0
дни,8,obl,8,obl,2,предл,2,предл,0
декабря,4,nmod,4,nmod,4,квазиагент,4,квазиагент,0
91-го,5,obl,5,obl,5,атриб,5,атриб,0
я,8,nsubj,8,nsubj,9,предик,9,предик,0
должен,0,root,0,root,9,присвяз,9,присвяз,0
был,8,cop,8,cop,1,соч-союзн,1,соч-союзн,0
действовать,8,xcomp,8,xcomp,8,1-компл,8,1-компл,0
",",12,punct,12,punct,12,punct,12,punct,0
исходя,10,advcl,10,advcl,10,обст,10,обст,0
из,15,case,15,case,12,1-компл,12,1-компл,0
реальной,15,amod,15,amod,15,опред,15,опред,0
ситуации,12,obl,12,obl,13,предл,13,предл,0
.,8,punct,8,punct,8,punct,8,punct,0
к,3,case,3,case,5,2-компл,5,2-компл,0
нашим,3,det,3,det,3,опред,3,опред,0
